"","X","Number","site","Unique_tree","Date","Observers","Spp","Live","Code","X.Stems","Diameters","DecayClass","Height","Cones.Brown","Cones.Green","MortalityCause1","MortalityCause2","MortalityCause3","MortalityCause4","MortalityCause5","DMR","PerDeadCrown","Easting","Northing","Age","Cored","Comments","Diameters2","Diameters3","Diameters4","Diameters5","Diameters6","Diameters7","Diameters8","Diameters9","Diameters10","Diameters102","BA_cm","BA_m2_per_ha","ENN_dist","ENN_ID","Neighbor_larger","density_2m","BA_2m","SDI_2m","density_4m","BA_4m","SDI_4m","density_6m","BA_6m","SDI_6m","LiveDead","PDC05","Delta_pdc","Diam","X","cwd_total_10_yr","cwd_normal_cum","cwd_normal_summer","cwd_peak_summer","cwd_peak_anom","vpd_normal_growing_season_avg","vpd_normal_annual_max","vpd_peak_vpd","vpd_peak_anom","avg_summer_tmax","peak_tmax","peak_winter_tmin","avg_ann_ppt","min_ann_ppt","tmean","ppt","Pndjfm","Avg_pdc","Avg_delta_pdc","Weighted_pdc","prop_died","n.died","Cluster","Swness","Slope","Elev","Tpi","Cum_cwd","Percent.Clay","Avg_depth","Pct_pimo","Pct_juos","SDI.Plot","Weighted_pimo","Weighted_juos","avg_ENN","avg_BA","avg_BA_2m","avg_BA_4m","avg_BA_6m","Dens.Plot","avg_height","avg_Diam","fdsi_anom","BA.Plot","AWC","Died","ips","rtb","ptb","pns","psf","ptm","pmb","mt","bb","Neighbor_larger_log","Diam_log","ENN_dist_log","BA_2m_log","BA_4m_log","BA_6m_log"
"2065",3267,24,"SHO446360","SHO44636024","6/15/2015","JV, EK ","PIMO","Y","",3,"19.6",1,3.3,"","","PBR",NA,NA,NA,NA,1,35,NA,NA,2,"","est due to angle ",19.6,6.1,7,NA,NA,NA,NA,NA,NA,NA,301.5656,0.3015656,1.96904978737116,"SHO44636023",1.91172948771345,1,576.51185,296.899659633629,2,606.68725,88.6714535518081,4,1902.95775,113.101227108985,"L",15,-20,19.5950394634364,60,3289.06179141998,322.535756260157,228.507526397705,289.606109619141,1.26738105385245,11.3314,17.971,21.9434,1.22104501697179,25.2053333918254,1.16959371589972,-2.85999989509583,101.633274564861,77.1753605837822,7.69000005722046,410.339996337891,54.0821882712205,44.7826086956522,-10.4347826086957,-149.794118510787,0.0625,3,"SHO446",-0.041596,27.8948,2187,-2.62817,268.839996,11.1,18.2,1,0,246.91,-149.794118510787,NA,2.21013878314652,458.171194318182,274.772714772727,887.215168956611,1643.67983489153,22,4.03181818181818,22.4852613243983,-1.36283228408261,1.0080766275,18.6081945426376,"N","N","N","N","N","N","N","N","Y","N",0.648008323298366,2.97527644560396,0.677551084949888,6.35701324011838,6.40802990222,7.55116992022664
"2066",3268,16,"FC791","FC79116","6/3/2015","JV, EK ","PIMO","Y","",5,"17.9",1,5.59,"1","","PNS","RTB",NA,NA,NA,0,60,NA,NA,1,"","",17.9,18.7,19.8,22.3,19.4,NA,NA,NA,NA,NA,251.52185,0.25152185,1.61039980616595,"FC79117",0.52744920570519,3,665.68785,413.968424972517,7,1120.64245,185.82548852457,8,1177.3587,88.2232720912644,"L",5,-55,17.8954697140567,21,3736.10775184631,354.576855733991,232.595008850098,280.069923400879,1.20410977340179,11.74268,18.685,23.0403,1.23309071447685,27.1686666488647,1.13733956906647,-3.96000003814697,68.5274217549205,43.5940203924179,7.61999988555908,289.130004882812,31.2065246308565,25.4814814814815,-14.0925925925926,-201.124974037032,0.0161290322580645,1,"FC791",0.753962,3.07639,2213.649902,37.958698,276.704987,15.5,15.6,0.424135259422173,0.536026691992402,800.24,-137.242916973901,-367.218322401174,2.05273961602171,692.405165945283,217.722457269811,1777.11355255283,3972.81970142453,53,3.63471698113208,24.591813236064,-1.5774787050204,3.66984737951,19.4511327020671,"N","N","Y","N","Y","N","N","N","N","N",-0.639702710770345,2.8845475922142,0.476482474979522,6.5008358889184,7.02166633931874,7.07103731224216
"2067",3269,28,"SPR1575240","SPR157524028","8/12/2015","JV, EK, SF","PIMO","Y","",1,"19.6",1,5.33,"0","0","PSF","PTB","IPS",NA,NA,0,10,NA,NA,1,"","",19.6,16,20.4,10.4,NA,NA,NA,NA,NA,NA,301.5656,0.3015656,3.10437663406757,"SPR157524066",0.0650770512286547,0,0,NA,5,1333.66005,199.938486070542,11,2526.915,173.409392799041,"L",0,-10,19.5950394634364,63,3746.88712406158,362.512110829353,244.306900024414,299.677253723145,1.22664261096677,12.19572,19.2666,22.6433,1.17526185211714,27.6386665980021,1.13464231348333,-3.72000002861023,70.4672195536852,52.0953993096352,8.02000045776367,309.529998779297,35.9636059501807,23.9285714285714,-15.8928571428571,-185.760097627543,0.0125,1,"SPR1575",0.987943,6.17747,2142.919922,-34.2397,287.589996,11.6,17.2,0.733813530021897,0.263835426990895,867.7,-208.690393019038,-101.682347858728,1.76050642932054,593.669707142857,498.858949107143,1907.20712321429,3649.38706071429,56,6.01178571428571,23.3452758564572,-1.92908142720123,3.32465036,19.2471024951684,"N","Y","N","Y","N","Y","N","N","N","N",-2.73218330760474,2.97527644560396,1.13281293325504,-4.60517018598809,7.19568985705169,7.83475842748594
"2068",3270,27,"SPR1620120","SPR162012027","3/21/2015","SF,PW","PIMO","Y","",1,"19.6",1.35,3.03,"0","0","PTB","PSF",NA,NA,NA,3,90,NA,NA,1,"","",19.6,21.76,25.2,16.6,14.3,NA,NA,NA,NA,NA,301.5656,0.3015656,1.81938527871431,"SPR162012028",0.270824656393169,1,81.6714,61.8724429007111,2,117.9698,23.8259717636283,7,694.73285,56.2709508941208,"L",5,-85,19.5950394634364,66,3448.80318069458,334.669347941875,230.172222137451,284.635101318359,1.23661794926924,12.8036,20.3749,23.6737,1.16190508910473,27.8973333358765,1.13738467975471,-2.74000000953674,69.0885079162478,51.7372606201172,8.60999965667725,305.609985351562,35.9735967466036,65.28,-28.78,-242.822442677868,0.408163265306122,20,"SPR1620",-0.964143,10.3164,2188.030029,84.404999,280.084015,15.3,38,0.175707441711913,0.68700734589588,1565.5,-256.268699318189,-200.242629983518,2.21255366653239,1140.638668,367.03096,1747.818315,5523.950627,50,3.3864,29.6332631716366,-2.0337777829556,5.70329334,18.6686905908889,"N","N","N","Y","N","Y","N","N","Y","N",-1.30628369189249,2.97527644560396,0.598498685087122,4.40282631376829,4.77051342337092,6.5435417770979
"2069",3271,54,"SPR1620360","SPR162036054","7/18/2014","PW,TD,AU","PIMO","Y","",1,"19.6",2.75,5.98,"0","0","PTM",NA,NA,NA,NA,0,25,NA,NA,1,"","",19.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,301.5656,0.3015656,1.08594233196105,"SPR162036055",0.270824656393169,3,529.31765,344.40934563876,7,2019.79715,298.138068360429,15,3612.8997,245.62692216471,"L",10,-15,19.5950394634364,68,3448.80318069458,334.669347941875,230.172222137451,284.635101318359,1.23661794926924,12.8036,20.3749,23.6737,1.16190508910473,27.8973333358765,1.13738467975471,-2.74000000953674,69.0885079162478,51.7372606201172,8.60999965667725,305.609985351562,35.9735967466036,60.4464285714286,-36.0714285714286,-277.625456657241,0.0423728813559322,5,"SPR1620",-0.999573,25.560801,2168.159912,48.157001,234.772995,11.2,38,0.906778865338122,0.0900875525197756,852.06,-293.698259388736,6.32739159917006,1.40231871130482,242.194568867925,376.092685377359,1311.55208018868,2838.26799481132,106,3.95424528301887,16.2204220587302,-2.0337777829556,2.56736243,18.8733276915584,"N","N","N","N","N","N","Y","N","N","N",-1.30628369189249,2.97527644560396,0.0824481187768184,6.27160761630551,7.61075731554064,8.19226873775477
"2070",3272,7,"SS452","SS4527","8/19/2014","SF, TD, AU","PIMO","Y","",1,"19.6",NA,4.94,"0","0","PTB","IPS","PNS",NA,NA,0,30,NA,NA,1,"","",19.6,13.76,8,12.1,NA,NA,NA,NA,NA,NA,301.5656,0.3015656,0.984853307973971,"SS45243",0.100062473969179,5,871.0988,568.213784342758,7,1401.17005,222.314025985567,8,1636.1127,114.885166233296,"L",5,-25,19.5950394634364,77,3313.22146034241,319.966529905796,226.106159210205,279.450508117676,1.23592612025167,11.8312,18.6102,23.0883,1.24062610826321,27.9463333765666,1.13503259572335,-5.26999998092651,68.3508921306849,48.4657395009994,7.42000007629395,290.320007324219,32.9175532967965,35.1190476190476,-29.047619047619,-300.158059900708,0,0,"SS452",0.981108,18.854099,2186.570068,56.686001,335.234985,12,17.8,0.822795517022626,0.17707231972933,378.32,-318.941846966918,-220.326964869319,1.84144777941645,422.844462195122,476.500935365854,1231.48923658537,1969.29695121951,41,4.00780487804878,21.7230161406733,-1.08691830366593,1.733762295,16.6852751262047,"N","Y","N","Y","Y","N","N","N","N","N",-2.30196054837086,2.97527644560396,-0.0152625748153636,6.76976688294349,7.2450700534258,7.40008451435033
"2071",3273,14,"SS452240","SS45224014","9/12/2015","PW,SF","PIMO","Y","",1,"19.6",NA,5.48,"0","0","IPS",NA,NA,NA,NA,0,70,NA,NA,1,"","",19.6,12.2166666666667,6.7,NA,NA,NA,NA,NA,NA,NA,301.5656,0.3015656,1.42345548145748,"SS45224015",0.593528738025823,1,178.98785,116.132022152914,6,2301.89475,321.188178555007,8,7627.13065,395.16066070188,"L",15,-55,19.5950394634364,79,3313.22146034241,319.966529905796,226.106159210205,279.450508117676,1.23592612025167,11.8312,18.6102,23.0883,1.24062610826321,27.9463333765666,1.13503259572335,-5.26999998092651,68.3508921306849,48.4657395009994,7.42000007629395,290.320007324219,32.9175532967965,24.7115384615385,-12.1153846153846,-115.294591257947,0,0,"SS452",0.99987,14.1208,2168.870117,55.404999,339.997009,11.4,30.2,0.451444744290134,0.521384848285395,759.65,-147.93500015161,-41.8536712472073,1.76640933178265,586.38715,705.973446153846,2717.13287884615,5059.36334423077,52,4.54038461538462,23.5342833826183,-1.08691830366593,3.04931318,16.9394819671389,"N","Y","N","N","N","N","N","N","N","N",-0.521669644831185,2.97527644560396,0.353087353244441,5.18737379459544,7.74149221136235,8.93946830305884
"2072",3274,57,"TOI1596120","TOI159612057","7/30/2015","SF,JV","PIMO","Y","",1,"19.6",1.26666666666667,5.2,"2","0","PTB",NA,NA,NA,NA,3,20,NA,NA,1,"","",19.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,301.5656,0.3015656,0.741933701109541,"TOI159612062",0.281549354435652,7,1202.45515,786.544380980947,11,2278.1014,359.028170212886,15,4080.6969,270.838817434221,"L",15,-5,19.5950394634364,88,3134.64733028412,303.739129334688,203.471092224121,267.511856079102,1.31474133821644,12.2718,19.616,22.861,1.16542618270799,27.7380000432332,1.13670778850321,-3.25,76.9462520967722,59.3902802252769,8.15999984741211,337.100006103516,40.4174112307072,40.3947368421053,-22.8289473684211,-280.322123934918,0.159574468085106,15,"TOI1596",-0.017616,23.792601,2250.780029,0.471191,245.602997,14.9,20.8,1,0,687.87,-291.842211219914,NA,1.63758096858163,531.262782519737,612.989642763158,2227.81936203289,5015.50682219079,76,4.68723684210526,23.6712977511322,-1.94585646135633,4.03769714715,18.9111531327053,"N","N","N","Y","N","N","N","N","Y","N",-1.26744752017829,2.97527644560396,-0.298495391411241,7.09212902027097,7.73110204535753,8.31402551219438
"2073",3275,42,"TOI533","TOI53342","7/10/2015","PW,SF,EK","JUOS","Y","",1,"19.6",1,3.45,NA,NA,NA,NA,NA,NA,NA,0,5,NA,NA,1,"","",19.6,15.49,15.2166666666667,13.7333333333333,13.25,17.75,19,17.5,26,21,301.5656,0.3015656,0.403741829293178,"TOI53343",0.969622032486464,1,292.40465,172.192197632063,1,292.40465,43.0480494080157,2,446.26465,30.8013657199272,"L",5,0,19.5950394634364,91,3318.80323791504,315.410981893539,218.048229217529,268.107879638672,1.22958063269205,12.53976,19.9864,24.7794,1.23981307288956,27.839999961853,1.13577589377011,-3.29999995231628,64.709294119966,48.6460798740387,8.39000034332275,282.859985351562,32.3830526241144,19.2045454545455,-7.84090909090909,-116.261587132285,0.0181818181818182,1,"TOI533",-0.067965,15.0828,2115.040039,49.785198,187.639999,13.4,25,0.475520125336958,0.524180356196576,434.03,-67.3344968445173,-165.188677420053,2.01929110924041,619.256348863636,333.636239772727,1277.0438875,2652.05434772727,44,4.52295454545455,24.7861047974505,-1.56846829391758,2.724827935,17.7859586758576,"N","N","N","N","N","N","N","N","N","N",-0.0308489406512634,2.97527644560396,-0.906979641694803,5.67817282921971,5.67817282921971,6.10093456966352
"2074",3276,35,"TOI533120","TOI53312035","7/11/2015","JV, EK","PIMO","Y","",1,"19.6",NA,4.65,"5","5","PSF","PNS",NA,NA,NA,0,25,NA,NA,1,"","",19.6,11.88,12.24,3.1,NA,NA,NA,NA,NA,NA,301.5656,0.3015656,2.05637208155313,"TOI53312039",1.85571116201583,0,0,NA,4,881.9161,137.281915503948,9,5360.47455,304.766391797402,"L",0,-25,19.5950394634364,92,3318.80323791504,315.410981893539,218.048229217529,268.107879638672,1.22958063269205,12.53976,19.9864,24.7794,1.23981307288956,27.839999961853,1.13577589377011,-3.29999995231628,64.709294119966,48.6460798740387,8.39000034332275,282.859985351562,32.3830526241144,21.8367346938776,-7.04081632653061,-152.447937521811,0,0,"TOI533",0.05144,23.443001,2135.429932,49.785198,223.835007,16.4,33.4,0.713977347141714,0.266547015595062,412.31,-270.246225406658,-19.2846555650264,1.876492266742,597.030114583333,329.0896625,1567.05167083333,3390.77397395833,48,4.288125,23.9900126200337,-1.56846829391758,2.86584455,19.8847297703438,"N","N","N","N","Y","Y","N","N","N","N",0.618267998339466,2.97527644560396,0.720943304737246,-4.60517018598809,6.7821082656484,8.58680965109832
"2076",3279,18,"SS452360","SS45236018","9/12/2015","PW,SF","JUOS","Y","",3,"14.3,7.8,11",1.5,1.99,NA,NA,NA,NA,NA,NA,NA,0,10,NA,NA,1,"","",14.3,7.8,11,NA,NA,NA,NA,NA,NA,NA,303.26905,0.30326905,4.47071536165799,"SS45236017",0.521937203944814,0,0,NA,0,0,NA,1,158.2874,11.6916086837412,"L",0,-10,19.6503046619665,80,3040.07475280762,294.470942676067,211.188762664795,266.227874755859,1.2606157230933,11.8312,18.6102,23.0883,1.24062610826321,27.9463333765666,1.13503259572335,-5.26999998092651,68.3508921306849,48.4657395009994,7.42000007629395,290.320007324219,32.9175532967965,25.3448275862069,-13.2758620689655,-181.591570220547,0.0588235294117647,2,"SS452",0.101015,11.0535,2208.320068,56.686001,335.490997,8.8,8.6,0.666038117044919,0.331571149572362,296.98,-247.968265583466,-87.5579184564103,2.63264563159154,561.670477586207,474.70465862069,903.473282758621,1965.09753793103,29,2.89344827586207,24.5158051891389,-1.08691830366593,1.628944385,14.3049916022624,"N","N","N","N","N","N","N","N","N","N",-0.650207997292293,2.97809284262085,1.49754843198615,-4.60517018598809,-4.60517018598809,5.06447554224166
"2077",3280,44,"RAV358","RAV35844","7/7/2015","SF,JV","JUOS","Y","",2,"13.4,14.4",1.03921568627451,4.61,"","",NA,NA,NA,NA,NA,0,20,NA,NA,1,"","",13.4,14.4,NA,NA,NA,NA,NA,NA,NA,NA,303.7322,0.3037322,1.57500983033013,"RAV35874",0.0672231985940246,1,20.41785,20.339680212123,4,1024.41715,154.815917093202,7,1341.390775,95.4088326780336,"L",0,-20,19.6653038293677,41,4279.4379863739,408.600602895021,263.918830871582,310.154342651367,1.17518837752916,13.32222,20.822,25.275,1.21386034002497,29.8963335037231,1.1362597763526,-3.08999991416931,54.2084257955551,40.6984201865196,8.76000022888184,244.970001220703,29.1032352746725,80.1449275362319,-61.304347826087,-621.876981076364,0.72463768115942,50,"RAV358",-0.998476,8.5192,1826.109985,15.6694,354.848999,11.8,27.8,0.828519095540865,0.163964798517832,474.98,-793.63885782798,-135.218330280119,2.0183045255258,343.203858333333,201.474561231884,997.578466666667,2316.17247681159,69,4.52405797101449,19.2768801681926,-2.13429171683794,2.3682066225,19.1868959891203,"N","N","N","N","N","N","N","N","N","N",-2.69973687385379,2.97885585602466,0.454261513737566,3.0168991658957,6.93188885729318,7.20146970142005
"2078",3281,22,"DES1014240","DES101424022","5/26/2015","JV,PW","PIMO","Y","",1,"19.7",1.08695652173913,5.11,"0","0","PTB",NA,NA,NA,NA,2,20,NA,NA,1,"","",19.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,304.65065,0.30465065,2.1346155844852,"DES101424023",0.358782756577083,0,0,NA,4,1769.74665,240.080342600882,8,6818.9286,361.190281343855,"L",35,15,19.6950141545764,3,3688.29286670685,352.409096300602,231.049015045166,282.763671875,1.2238254805792,11.28272,18.1222,22.3992,1.23600887309488,26.6909998575846,1.13971002355124,-2.19000005722046,73.5708457428694,53.7006796257496,7.59000015258789,339.25,38.6948680443287,50.0877192982456,-1.75438596491228,-28.7625748851626,0.411764705882353,21,"DES1014",-0.998216,14.3468,2091.949951,-13.2065,187.207993,9.8,36.66666667,0.868018626181357,0.131843606205053,362.93,-43.2395221260304,74.6441911210363,1.6523873861377,856.041302727273,901.639346363636,2981.34182181818,5831.82251272727,55,4.99509090909091,27.2421622054789,-1.94750296928208,4.708327165,18.1330284039839,"N","N","N","Y","N","N","N","N","Y","N",-1.02503820854465,2.98036551511143,0.758286576363609,-4.60517018598809,7.47859733024012,8.82745910822729
"2079",3282,48,"DES1014240","DES101424048","5/26/2015","JV,PW","JUOS","Y","",1,"19.7",1.08695652173913,3.93,NA,NA,NA,NA,NA,NA,NA,0,15,NA,NA,1,"","",19.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,304.65065,0.30465065,1.19496145556265,"DES101424047",1.79587209152516,4,2066.57085,1087.56770206928,9,6577.4022,808.076818081182,14,7332.5879,427.609978744965,"L",50,35,19.6950141545764,3,3688.29286670685,352.409096300602,231.049015045166,282.763671875,1.2238254805792,11.28272,18.1222,22.3992,1.23600887309488,26.6909998575846,1.13971002355124,-2.19000005722046,73.5708457428694,53.7006796257496,7.59000015258789,339.25,38.6948680443287,50.0877192982456,-1.75438596491228,-28.7625748851626,0.411764705882353,21,"DES1014",-0.998216,14.3468,2091.949951,-13.2065,187.207993,9.8,36.66666667,0.868018626181357,0.131843606205053,362.93,-43.2395221260304,74.6441911210363,1.6523873861377,856.041302727273,901.639346363636,2981.34182181818,5831.82251272727,55,4.99509090909091,27.2421622054789,-1.94750296928208,4.708327165,18.1330284039839,"N","N","N","N","N","N","N","N","N","N",0.585490748816654,2.98036551511143,0.178113930103989,7.63365075730937,8.79139666428868,8.90008515227969
"2080",3284,4,"RAV358120","RAV3581204","7/8/2015","PW,EK","PIMO","N","",1,"19.7",1,4.81,NA,NA,"IPS","RTB","PTB",NA,NA,0,100,NA,NA,1,"","possible root rot",19.7,24,18.2,NA,NA,NA,NA,NA,NA,NA,304.65065,0.30465065,2.08607488187476,"RAV3581203",0.930196603880543,0,0,NA,3,1526.87995,201.481869005051,3,1526.87995,89.547497335578,"L",30,-70,19.6950141545764,42,4279.4379863739,408.600602895021,263.918830871582,310.154342651367,1.17518837752916,13.32222,20.822,25.275,1.21386034002497,29.8963335037231,1.1362597763526,-3.08999991416931,54.2084257955551,40.6984201865196,8.76000022888184,244.970001220703,29.1032352746725,51.4285714285714,-31.7857142857143,-374.812579857394,0.3125,5,"RAV358",0.692272,7.8495,1817.630005,15.6694,354.848999,9.7,35.8,0.52193698949825,0.475087514585764,171.4,-540.30512671992,-154.155850707359,3.8262792283307,634.950764285714,265.487710714286,736.406967857143,1150.60661071429,14,4.37,25.4805491341895,-2.13429171683794,0.88903107,18.2181056412832,"Y","Y","Y","Y","N","N","N","N","N","N",-0.0723593131550049,2.98036551511143,0.735284253285561,-4.60517018598809,7.33098823320435,7.33098823320435
"2081",3285,88,"ROB938","ROB93888","6/29/2015","SF, EK, JV ","JUOS","Y","",2.22222222222222,"19.7",1.73076923076923,5.39,"","",NA,"PTB",NA,NA,NA,0,40,NA,NA,1,"","",19.7,10.3052631578947,7.3,7,NA,NA,NA,NA,NA,NA,304.65065,0.30465065,4.81770237942826,"ROB938182",0.969775052178618,0,0,NA,0,0,NA,4,1129.5993,74.4213030534455,"L",10,-30,19.6950141545764,49,3046.27237224579,289.072462111712,209.933895111084,274.032081604004,1.30532557145669,10.51712,17.184,20.7689,1.20861848230912,25.132666460673,1.14751055952284,-3.52999997138977,100.593651660752,76.977239803791,6.82999992370605,426.359985351562,51.8659531342983,52.2535211267606,-10.7746478873239,-131.596696690065,0.123711340206186,24,"ROB938",-0.792706,12.6433,2183.560059,-2.48755,202.899002,19.3,33,0.52243904777887,0.476458178505502,834.26,-186.585339105999,-118.086000872077,1.12132732461597,302.378905304196,850.130760912587,3441.98207981119,7170.60075406643,143,4.68867132867133,17.5117501562521,-1.370131592267,4.32411834585,5.96430293878834,"N","N","N","Y","N","N","N","N","N","N",-0.0306911393493211,2.98036551511143,1.57229712964629,-4.60517018598809,-4.60517018598809,7.02962709970792
"2082",3286,45,"FC791","FC79145","6/3/2015","JV, EK ","PIMO","Y","",5,"18.7",1,3.38,"","","PNS","PTB","RTB",NA,NA,0,60,NA,NA,1,"","",18.7,18.7,19.8,22.3,19.4,NA,NA,NA,NA,NA,274.50665,0.27450665,2.57195307440818,"FC79140",1.70253653235723,0,0,NA,6,3160.5356,414.232261530709,10,12457.83225,612.225152373395,"L",10,-50,18.6952672431766,21,3736.10775184631,354.576855733991,232.595008850098,280.069923400879,1.20410977340179,11.74268,18.685,23.0403,1.23309071447685,27.1686666488647,1.13733956906647,-3.96000003814697,68.5274217549205,43.5940203924179,7.61999988555908,289.130004882812,31.2065246308565,25.4814814814815,-14.0925925925926,-201.124974037032,0.0161290322580645,1,"FC791",0.753962,3.07639,2213.649902,37.958698,276.704987,15.5,15.6,0.424135259422173,0.536026691992402,800.24,-137.242916973901,-367.218322401174,2.05273961602171,692.405165945283,217.722457269811,1777.11355255283,3972.81970142453,53,3.63471698113208,24.591813236064,-1.5774787050204,3.66984737951,19.4511327020671,"N","N","Y","Y","Y","N","N","N","N","N",0.53211921687723,2.92827040322803,0.944665561422069,-4.60517018598809,8.05849994990509,9.43010560318777
"2084",3288,47,"RAV339120","RAV33912047","6/23/2015","EK, JV ","PIMO","Y","",1.9,"23",1.02941176470588,7.57,"","","PNS","PTB",NA,NA,NA,0,60,NA,NA,1,"","",23,12.6058333333333,NA,NA,NA,NA,NA,NA,NA,NA,415.265,0.415265,4.30029203997226,"RAV33912016",0.928999810964083,0,0,NA,0,0,NA,9,2921.7627715,187.267127016183,"L",20,-40,22.9941789621958,38,4432.43423175812,427.171397686005,266.587501525879,313.826126098633,1.17719744662586,13.32222,20.822,25.275,1.21386034002497,29.8963335037231,1.1362597763526,-3.08999991416931,54.2084257955551,40.6984201865196,8.76000022888184,244.970001220703,29.1032352746725,67.9838709677419,-43.0645161290323,-468.98953440925,0.341463414634146,28,"RAV339",-0.687204,11.3144,1879.430054,3.36365,296.613007,5.6,43,0.538357008548359,0.459478249877542,632.87,-615.365689520134,-322.613379298366,1.64807167322347,437.838556057754,505.160271000565,1505.87889369747,3038.49821196947,61,5.55745901639344,21.7723509588327,-2.13429171683794,2.6709151919523,13.6954465784122,"N","N","N","Y","Y","N","N","N","N","N",-0.0736467436515453,3.13524109529664,1.45868293666593,-4.60517018598809,-4.60517018598809,7.97994582457086
"2085",3289,29,"SHO424","SHO42429","6/17/2015","SF, JV ","PIMO","Y","",2.16666666666667,"19.7",2,3.88,"0","0","PSF","PTB",NA,NA,NA,0,10,NA,NA,1,"","",19.7,18.8666666666667,9.1,NA,NA,NA,NA,NA,NA,NA,304.65065,0.30465065,0.717669117036203,"SHO42430",1.29289597773712,1,393.8816,218.696613107033,3,594.09585,94.4609700202684,7,2612.295525,162.88678173008,"L",0,-10,19.6950141545764,53,3554.47962284088,341.385347053409,246.942024230957,306.859130859375,1.24263633059223,13.45404,21.0207,24.9764,1.18818117379535,27.8103335062663,1.15604516280377,-2.60999989509583,83.7166218926907,66.2889195203781,8.98999977111816,341.609985351562,43.8216040058136,24.8648648648649,-15.4054054054054,-144.952524484141,0.0416666666666667,2,"SHO424",0.935951,25.497801,2028.390015,46.628101,309.72699,7.1,28.8,0.466193906648657,0.494784631547351,533.04,-126.335256322918,-195.219148519444,1.86150184972006,557.392326351351,506.652790540541,1861.83457027027,2908.20923108108,37,4.17540540540541,24.0275525244631,-1.28102420713804,2.0624516075,15.8761461697262,"N","N","N","Y","N","Y","N","N","N","N",0.256884646234101,2.98036551511143,-0.331746655935647,5.97607574454003,6.38705750214035,7.86798845331087
"2086",3291,3,"SS32120","SS321203","8/13/2014","PW, SF, AU","JUOS","Y","",1,"19.7",1,2.85,"0","0",NA,NA,NA,NA,NA,0,15,NA,NA,1,"","",19.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,304.65065,0.30465065,1.31085434482251,"SS3212016",0.389832255404674,1,118.76265,83.5587032876102,1,118.76265,20.8896758219025,10,2972.5124,193.86541003807,"L",0,-15,19.6950141545764,74,2486.91682529449,243.866085410118,181.449630737305,238.438331604004,1.31407449348412,12.57378,19.6143,23.9874,1.22295468102354,28.8400001525879,1.13938975161215,-4.19000005722046,71.2508100115061,54.0080191206932,7.94999980926514,294.480010986328,35.0050101538181,26.5833333333333,-11.5833333333333,-98.7614247962564,0.0882352941176471,6,"SS32",0.723691,22.709999,1927.699951,-38.628101,267.062012,12.6,29.8,0.361651104648196,0.63297447148664,587.97,-105.179009477432,-93.5106736934763,2.05353756663319,451.640305,141.199258333333,1317.79125,3130.44653083333,60,3.6255,21.0782202289174,-1.25607062863187,2.70994183,18.760898403381,"N","N","N","N","N","N","N","N","N","N",-0.942038746731143,2.98036551511143,0.270679096261803,4.7772111615689,4.7772111615689,7.99716616428087
"2087",3292,73,"TOI1596120","TOI159612073","7/30/2015","SF,JV","PIMO","Y","",1,"19.7",1.26666666666667,5.53,"2","0","PSF","PTB",NA,NA,NA,1,10,NA,NA,1,"","",19.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,304.65065,0.30465065,2.47926218234616,"TOI15961203",0.969775052178618,0,0,NA,3,1336.76865,181.089257045626,5,2091.8209,127.522278618951,"L",5,-5,19.6950141545764,88,3134.64733028412,303.739129334688,203.471092224121,267.511856079102,1.31474133821644,12.2718,19.616,22.861,1.16542618270799,27.7380000432332,1.13670778850321,-3.25,76.9462520967722,59.3902802252769,8.15999984741211,337.100006103516,40.4174112307072,40.3947368421053,-22.8289473684211,-280.322123934918,0.159574468085106,15,"TOI1596",-0.017616,23.792601,2250.780029,0.471191,245.602997,14.9,20.8,1,0,687.87,-291.842211219914,NA,1.63758096858163,531.262782519737,612.989642763158,2227.81936203289,5015.50682219079,76,4.68723684210526,23.6712977511322,-1.94585646135633,4.03769714715,18.9111531327053,"N","N","N","Y","N","Y","N","N","Y","N",-0.0306911393493211,2.98036551511143,0.907961008794385,-4.60517018598809,7.19801800617818,7.64579499017779
